,inaction,disengange,engange
910,48.0,611.0,252.0
911,48.0,612.0,252.0
912,48.0,613.0,252.0
913,48.0,614.0,252.0
914,48.0,615.0,252.0
915,48.0,616.0,252.0
916,48.0,617.0,252.0
917,48.0,618.0,252.0
918,48.0,619.0,252.0
919,48.0,620.0,252.0
920,48.0,620.0,253.0
921,48.0,620.0,254.0
922,48.0,620.0,255.0
923,48.0,620.0,256.0
924,48.0,621.0,256.0
925,48.0,622.0,256.0
926,49.0,622.0,256.0
927,50.0,622.0,256.0
928,50.0,623.0,256.0
929,50.0,624.0,256.0
930,50.0,625.0,256.0
931,50.0,626.0,256.0
932,50.0,627.0,256.0
933,50.0,628.0,256.0
934,50.0,629.0,256.0
935,50.0,630.0,256.0
936,50.0,631.0,256.0
937,50.0,632.0,256.0
938,50.0,633.0,256.0
939,50.0,634.0,256.0
940,50.0,634.0,257.0
941,50.0,634.0,258.0
942,50.0,634.0,259.0
943,50.0,634.0,260.0
944,50.0,634.0,261.0
945,50.0,634.0,262.0
946,50.0,634.0,263.0
947,50.0,634.0,264.0
948,50.0,634.0,265.0
949,50.0,634.0,266.0
950,50.0,635.0,266.0
951,50.0,636.0,266.0
952,50.0,637.0,266.0
953,50.0,638.0,266.0
954,50.0,639.0,266.0
955,50.0,640.0,266.0
956,50.0,641.0,266.0
957,50.0,642.0,266.0
958,50.0,642.0,267.0
959,50.0,642.0,268.0
960,50.0,643.0,268.0
961,50.0,644.0,268.0
962,50.0,645.0,268.0
963,50.0,646.0,268.0
964,50.0,646.0,269.0
965,50.0,646.0,270.0
966,50.0,647.0,270.0
967,50.0,648.0,270.0
968,50.0,649.0,270.0
969,50.0,650.0,270.0
970,51.0,650.0,270.0
971,52.0,650.0,270.0
972,52.0,650.0,271.0
973,52.0,650.0,272.0
974,52.0,651.0,272.0
975,52.0,652.0,272.0
976,52.0,653.0,272.0
977,52.0,654.0,272.0
978,52.0,655.0,272.0
979,52.0,656.0,272.0
980,52.0,657.0,272.0
981,52.0,658.0,272.0
982,52.0,659.0,272.0
983,52.0,660.0,272.0
984,52.0,661.0,272.0
985,52.0,662.0,272.0
986,52.0,663.0,272.0
987,52.0,664.0,272.0
988,52.0,665.0,272.0
989,52.0,666.0,272.0
990,52.0,666.0,273.0
991,52.0,666.0,274.0
992,52.0,667.0,274.0
993,52.0,668.0,274.0
